0	5
10000	11
20000	11
30000	12
40000	12
50000	12
60000	12
70000	12
80000	12
90000	12
100000	12
110000	12
120000	12
130000	12
140000	12
150000	12
160000	12
170000	12
180000	12
190000	12
200000	12
210000	12
220000	12
230000	12
240000	12
250000	12
260000	12
270000	12
280000	12
290000	12
300000	12
310000	12
320000	12
330000	12
340000	12
350000	12
360000	12
370000	12
380000	12
390000	12
400000	12
410000	12
420000	12
430000	12
440000	12
450000	12
460000	12
470000	12
480000	12
490000	12
500000	12
510000	12
520000	12
530000	12
540000	12
550000	12
560000	12
570000	12
580000	12
590000	12
600000	12
610000	12
620000	12
630000	12
640000	12
650000	12
660000	12
670000	12
680000	12
690000	12
700000	12
710000	12
720000	12
730000	12
740000	12
750000	12
760000	12
770000	12
780000	12
790000	12
800000	12
810000	12
820000	12
830000	12
840000	12
850000	12
860000	12
870000	13
880000	13
890000	13
900000	13
910000	13
920000	13
930000	13
940000	13
950000	13
960000	13
970000	13
980000	13
990000	13
1000000	13
1010000	13
1020000	13
1030000	13
1040000	13
1050000	13
1060000	13
1070000	13
1080000	13
1090000	13
1100000	13
1110000	13
1120000	13
1130000	13
1140000	13
1150000	13
1160000	13
1170000	13
1180000	13
1190000	13
1200000	13
1210000	13
1220000	13
1230000	13
1240000	13
1250000	13
1260000	13
1270000	13
1280000	13
1290000	13
1300000	13
1310000	13
1320000	13
1330000	13
1340000	13
1350000	13
1360000	13
1370000	13
1380000	13
1390000	13
1400000	14
1410000	14
1420000	14
1430000	14
1440000	14
1450000	14
1460000	14
1470000	14
1480000	14
1490000	14
1500000	15
1510000	15
1520000	15
1530000	15
1540000	15
1550000	15
1560000	15
1570000	15
1580000	15
1590000	15
1600000	15
1610000	15
1620000	15
1630000	15
1640000	16
