0	22
100000	32
200000	35
300000	38
400000	40
500000	41
600000	41
700000	41
800000	41
900000	41
1000000	41
1100000	41
1200000	41
1300000	42
1400000	42
1500000	42
1600000	42
1700000	42
1800000	42
1900000	42
2000000	42
2100000	42
2200000	42
2300000	42
2400000	42
2500000	42
2600000	42
2700000	42
2800000	42
2900000	43
3000000	43
3100000	43
3200000	43
3300000	43
3400000	43
3500000	43
3600000	43
3700000	43
3800000	43
3900000	43
4000000	43
4100000	43
4200000	43
4300000	43
4400000	43
4500000	43
4600000	43
4700000	43
4800000	43
4900000	43
5000000	43
5100000	43
5200000	43
5300000	43
5400000	43
5500000	44
