199	0
1200	157614
1269	0
164	0
1268	457
198	0
1256	459
1144	459
1257	0
1145	0
966	0
161	0
344	0
345	0
346	0
347	0
340	31830
341	31830
342	0
343	0
810	16300
811	16300
812	16300
813	16300
348	0
349	0
816	16920
817	16300
1260	157614
719	3576
718	3576
717	3576
716	3576
715	3561
714	3576
713	3564
712	3576
711	3576
710	103194
915	3420
1267	157614
1265	0
914	4560
1264	459
917	4180
1069	158268
736	99372
916	3800
962	0
195	0
1061	0
911	3420
1168	459
1062	157614
1065	0
1064	459
1067	0
910	4560
913	4180
298	0
299	0
296	0
297	0
294	0
912	3800
292	0
293	0
290	0
291	0
591	100646
590	3576
593	1192
592	104468
595	1192
594	1188
597	1188
596	1192
599	1188
598	1192
1122	160230
1123	160230
1124	459
1125	0
1126	459
1127	0
270	0
271	0
272	0
1138	457
274	0
275	0
276	0
277	0
278	0
279	0
738	99372
1359	0
524	1504
525	105742
526	105742
527	107016
520	1188
521	4752
522	1188
523	4752
1014	459
1015	0
1016	160146
1017	158268
528	630838
529	107016
1012	0
1103	0
1234	459
1235	0
449	0
448	0
1230	158268
1231	160146
1232	459
1233	0
443	0
442	0
441	0
440	0
447	0
446	0
445	0
444	0
108	0
109	11
1135	158268
102	0
103	0
100	0
101	0
106	0
107	0
104	11
105	1480
902	15523
903	15523
39	2276
38	20
906	4940
907	1188
904	15523
905	94276
33	0
32	0
31	2419
30	20
37	0
36	0
177	0
34	0
641	103194
640	103194
643	103194
642	103194
645	103194
644	103194
438	0
439	0
436	0
437	0
434	0
435	0
432	0
433	0
430	0
431	0
1156	459
1002	158268
339	0
338	364824
1236	149766
335	0
334	0
337	364808
336	0
331	0
330	0
333	0
332	0
89	1480
744	99372
1000	0
745	99372
854	168224
818	10640
856	168224
857	168224
850	4927
851	4548
852	168224
819	10640
210	0
240	0
858	168224
859	168224
193	0
748	99372
6	256
1162	459
900	15523
151	0
43	11
1211	0
192	1480
848	4169
99	1480
98	11
844	4169
85	0
91	0
90	0
93	0
92	0
95	0
94	0
97	0
1306	459
150	1480
1219	160146
1216	457
814	16300
815	16300
1013	158268
1023	160797
1152	160146
938	0
1293	0
153	0
740	99372
741	99372
742	99372
743	99372
559	1444
558	1444
746	99372
747	99372
555	1444
554	720
557	15414
556	1444
551	1444
550	1444
553	1444
552	720
996	0
238	0
239	0
234	0
235	17
236	2988
237	0
230	17
231	2124
232	0
233	0
1098	160797
1198	459
1052	459
1053	0
1054	457
1311	0
1056	160230
1057	160797
1058	459
1059	0
1193	0
1310	457
1195	149079
1194	160230
1197	0
1196	459
1	0
976	0
1330	457
155	0
159	0
1177	157614
1176	157614
618	1192
619	1188
142	0
1172	459
1171	157614
1183	160230
612	103194
613	103194
610	103194
611	103194
616	103194
617	1192
614	103194
615	103194
1007	160797
1276	459
1006	0
1091	0
1318	459
1005	457
1055	0
1285	157614
1284	162099
1287	0
1004	0
1281	0
1280	457
1283	0
949	62230
946	0
947	61468
1329	0
945	62230
1289	0
943	62230
940	0
941	61976
1191	0
689	4748
688	4768
1190	457
685	4752
684	615514
687	4768
686	4768
681	615514
680	1507
683	615514
682	615514
1304	459
458	0
763	101920
1192	459
1300	459
1301	0
1302	157614
459	0
1240	459
1308	152382
1225	159576
133	0
132	11
131	0
130	0
137	0
136	0
135	0
134	1604
494	60729
495	0
139	1604
497	0
1218	157614
493	548
25	14
26	2018
27	0
20	0
21	17693
1317	0
1029	158268
1220	459
28	0
29	0
407	0
406	0
405	0
404	0
403	0
402	0
401	0
400	0
933	82810
932	1188
931	85358
930	1192
937	62484
629	1188
409	0
