1	68345	post	30	1
1	68953	post	30	1
1	68970	post	30	1
32	4662	post	30	1
32	27610	post	30	1
32	27668	post	30	1
63	7415	post	30	1
63	30678	post	30	1
63	30744	post	30	1
94	6328	post	30	1
94	30166	post	30	1
94	30680	post	30	1
125	7858	post	30	1
125	31719	post	30	1
125	31739	post	30	1
126	2633	post	30	1
126	181165	post	30	1
127	925347	post	30	1
127	926138	post	30	1
127	926179	post	30	1
