1	126702	post	236	218
1	127607	post	236	218
32	38391	post	236	210
32	38832	post	236	210
63	41119	post	236	218
63	43302	post	236	218
94	40577	post	236	210
94	41247	post	236	210
94	41752	post	236	210
125	42456	post	236	218
125	1141818	post	236	218
126	9844	post	236	210
126	24358	post	236	210
126	40909	post	236	210
